user_id,reading_id,performance_id,relative_difficulty,unknown_count,unique_word_count
0,0,JamHgx78yBimxwfsy,0.0,0,43
0,1,x9terPGdNZLofMmJK,0.0449438202247191,4,89
0,2,gW8LvMDXTGnXXDdXD,0.026845637583892617,4,149
0,3,QRR8FvoCbD7mX8e5H,0.0111731843575419,2,179
0,4,NcKX3uapzTCvXwYGu,0.06278026905829596,14,223
0,5,maWs9sGSrFxHqewm7,0.02512562814070352,5,199
0,6,JzkkgN7rR63hgSna6,0.027649769585253458,6,217
1,0,DPByZxCZikYMGdv8r,0.0,0,43
1,1,fuBiap5C8jGpHCA2L,0.0,0,89
1,2,LPn5Bg78rNebyQWQX,0.0,0,149
1,3,6xk3CJRipkAapmYQ8,0.0,0,179
1,4,kPA3NoPgk3gsEY2Gh,0.0,0,223
1,5,LZ2bhtACe9n8QyZKd,0.0,0,199
1,6,ELpTKDNtF8dzA6GRw,0.0,0,217
2,0,636yJTytSAEveZcJy,0.046511627906976744,2,43
2,1,HGbKzJCgnXvrMJyTj,0.011235955056179775,1,89
2,2,XQ9SRX84kdAsEq2gR,0.026845637583892617,4,149
2,3,CdFzkwtQGKMsxGvPJ,0.0670391061452514,12,179
2,4,4FDykYBzskdjTvHjW,0.08071748878923767,18,223
2,5,NKoMPDc2cm5tBSsoF,0.020100502512562814,4,199
2,6,vTfYEpKJXnxozSE9z,0.04608294930875576,10,217
3,0,Zj7CLX4jimHX8ixas,0.0,0,43
3,1,HLzXJiRut7cdz5YsF,0.0,0,89
3,2,Wnbmy6oBWZJKhfE3X,0.026845637583892617,4,149
3,3,iC9vL3NGLvkyJsnJ6,0.01675977653631285,3,179
3,4,i5X9ofYQpGzAuK2JK,0.008968609865470852,2,223
3,5,fJ5ioPiBDaGbPNQcz,0.020100502512562814,4,199
3,6,vQKeXtZZS7rf6upeP,0.02304147465437788,5,217
4,0,mEsAPaNcb9batgid4,0.0,0,43
4,1,7B6qHBFseMq6MTx8H,0.0,0,89
4,2,3DYdaieraZPbrGWfG,0.0,0,149
4,3,JQaJajQEr3aKrHzXd,0.0,0,179
4,4,9EKuwEd6hg9Gi2WYb,0.03139013452914798,7,223
4,5,rNsaWSENzRBfpLbtN,0.0,0,199
4,6,E6Ey885qdALfwoucn,0.009216589861751152,2,217
5,0,EXJj6G6jDybP3M4N6,0.0,0,43
5,1,c6MjFd9HiFWYaSXc4,0.02247191011235955,2,89
5,2,aJvKM5mfJ2ve7YWAE,0.040268456375838924,6,149
5,3,JSCBm3CtNnTfPREPo,0.0111731843575419,2,179
5,4,kENAs4zsTqJmpLh7P,0.02242152466367713,5,223
5,5,9G6MYXAQoy6mYcaRM,0.05025125628140704,10,199
5,6,z4negjEmqyeNbCkdC,0.027649769585253458,6,217
6,0,qnzmTjrBmRNd6k5D9,0.023255813953488372,1,43
6,1,zC2GLZqWoBesmkgze,0.011235955056179775,1,89
6,2,27QNzEL8EsZtPiMSY,0.020134228187919462,3,149
6,3,FZxm3eoj4LWydispb,0.09497206703910614,17,179
6,4,XSFFmfrmo53Pxfb6Z,0.053811659192825115,12,223
6,5,sfaJFq7RHF2bXFgDC,0.03015075376884422,6,199
6,6,kE4H6j3Za3gTqWg6w,0.04608294930875576,10,217
7,0,H5jtxpCAxJqEgohSW,0.06976744186046512,3,43
7,1,MxEuSYwunF3aAwcug,0.056179775280898875,5,89
7,2,4bSQvWPj67ixTJKJ3,0.026845637583892617,4,149
7,3,JukNdTFdktHomk6Jn,0.061452513966480445,11,179
7,4,nRz5eRDB9ef4zGb26,0.013452914798206279,3,223
7,5,NcaNjQutZ68caw8Zp,0.06532663316582915,13,199
7,6,xQQoYYxsZ5xKWmQqm,0.05069124423963134,11,217
8,0,zshhXhzHLck2jHuPn,0.0,0,43
8,1,SsnbaoxpB5ojx38LN,0.0,0,89
8,2,oLTTs8tGEq7pcsnHW,0.0,0,149
8,3,WrZMWMHYvgeXjDCva,0.0,0,179
8,4,DEu7FGbw7HXgkuC3R,0.0,0,223
8,5,tvg947RMoNGSLudNx,0.0,0,199
8,6,LKZ2qDq8RK3ws9vYH,0.0,0,217
9,0,jFSZMwKDJXTdHEWvP,0.06976744186046512,3,43
9,1,Ya3JBQ9iotLdrM92F,0.011235955056179775,1,89
9,2,5L8MZfjmEMrMhoLou,0.040268456375838924,6,149
9,3,FhTij2GqgZ5APEZ9q,0.01675977653631285,3,179
9,4,6YsrwWbAAsKZeWbXy,0.02242152466367713,5,223
9,5,oHBx5NJsXrdQkdYF9,0.05527638190954774,11,199
9,6,PKxSg93afsY5gDMiz,0.027649769585253458,6,217
10,0,4QTFfjWq6FS28pGz8,0.023255813953488372,1,43
10,1,XfTcDixuuaQYZiC7e,0.011235955056179775,1,89
10,2,zPzQEYHfSJ94twSKs,0.026845637583892617,4,149
10,3,uqrSfLk9QdcadGi8H,0.027932960893854747,5,179
10,4,QrMwsrNYAx9jJAFSb,0.017937219730941704,4,223
10,5,k5Gdo8atZJmKd3w9L,0.02512562814070352,5,199
10,6,DPKoJudXDbuxszjdv,0.03225806451612903,7,217
11,0,TBYN8mkut8vjCXzaS,0.0,0,43
11,1,Gj6tipugyxEYTwyFs,0.0,0,89
11,2,ofgJxiLtjjPJkKuPN,0.0,0,149
11,3,XoJKYGZCXMbnnQTKN,0.0,0,179
11,4,XHrL498mJFtRb4sPF,0.0,0,223
11,5,LPuG35hMR2ej4rZJc,0.0,0,199
11,6,Ddo7nRkcNfEPJkh87,0.0,0,217
12,0,DJ82KMGpjj4PZZ2HN,0.0,0,43
12,1,3Joc72XDAAb3XXatj,0.033707865168539325,3,89
12,2,rpXNvqLm6ra8HXP9A,0.013422818791946308,2,149
12,3,Zg6isAKvwpSH4WxBK,0.0223463687150838,4,179
12,4,ritrnCvnRdcdmmCWm,0.03587443946188341,8,223
12,5,uZ7stzCEk4E6XTite,0.03015075376884422,6,199
12,6,ZkAyeeNvyKZQreXwW,0.027649769585253458,6,217
13,0,qHKbFeLfRhcTtWzmm,0.0,0,43
13,1,2zKyXcquSF429NrBv,0.0,0,89
13,2,eWuyLCDNPe4BuQwwW,0.006711409395973154,1,149
13,3,ab396DrpYG4uo7zCX,0.01675977653631285,3,179
13,4,AsgPnH4XxGD4XKMNj,0.04035874439461883,9,223
13,5,MG9zKGdyiWFqwgWSo,0.020100502512562814,4,199
13,6,7T4FXcjPb6ZpFBqGP,0.018433179723502304,4,217
14,0,hLrXaAXSHzT8jo7gg,0.023255813953488372,1,43
14,1,9GNjLrigPcuSzWorh,0.011235955056179775,1,89
14,2,9MhMLEjFyE7nChhMK,0.013422818791946308,2,149
14,3,pXdRs5iiPkn5PkycD,0.03910614525139665,7,179
14,4,czXWJRz5SLt7TDoZ7,0.017937219730941704,4,223
14,5,PHFNX7rJuxTs4iscF,0.02512562814070352,5,199
